,official gene symbol,cell type (general),cell type id (human),gene id
4725,LAMC1,Schwann cells,Q101404893,Q18028460
4726,MEDAG,Fibroblasts,Q101404861,Q18047896
4727,MEDAG,Mesothelial cells,Q101405100,Q18047896
4728,LAMB1,Fibroblasts,Q101404861,Q18028452
4729,LAMB1,Myocytes,Q101404903,Q18028452
4730,MDK,Fibroblasts,Q101404861,Q14907402
4731,GSTM5,Fibroblasts,Q101404861,Q18026591
4732,GSTM5,Müller cells,Q101405096,Q18026591
4733,GSTM5,Müller cells,Q101405097,Q18026591
4734,NGF,Fibroblasts,Q101404861,Q14873931
4735,NGF,Myoblasts,Q101404940,Q14873931
4736,NGF,Retinal ganglion cells,Q101405117,Q14873931
4737,P4HTM,Fibroblasts,Q101404861,Q18041202
4738,CKAP4,Fibroblasts,Q101404861,Q18035990
4739,TTF1,Follicular cells,Q101405110,Q18032218
4740,TTF1,Follicular cells,Q101404875,Q18032218
4741,TTF1,Merkel cells,Q101404933,Q18032218
4742,SLC6A4,Follicular cells,Q101405110,Q14860818
4743,SLC6A4,Follicular cells,Q101404875,Q14860818
4744,SLC6A4,Mast cells,Q101404923,Q14860818
4745,TSHR,Follicular cells,Q101405110,Q14904941
4746,TSHR,Follicular cells,Q101404875,Q14904941
4747,TSHR,Thymocytes,Q101405038,Q14904941
4748,TG,Follicular cells,Q101405110,Q14860778
4749,TG,Follicular cells,Q101404875,Q14860778
4750,IYD,Follicular cells,Q101405110,Q4342226
4751,IYD,Follicular cells,Q101404875,Q4342226
4752,TPO,Follicular cells,Q101405110,Q18032083
4753,TPO,Follicular cells,Q101404875,Q18032083
4754,DIO1,Follicular cells,Q101405110,Q17914000
4755,DIO1,Follicular cells,Q101404875,Q17914000
4756,SLC26A7,Follicular cells,Q101405110,Q18049137
4757,SLC26A7,Follicular cells,Q101404875,Q18049137
4758,CDH16,Follicular cells,Q101405110,Q17860136
4759,CDH16,Follicular cells,Q101404875,Q17860136
4760,CDH16,Principal cells,Q101404911,Q17860136
4761,SLC16A11,Follicular cells,Q101405110,Q18052525
4762,SLC16A11,Follicular cells,Q101404875,Q18052525
4763,SLC16A11,Olfactory epithelial cells,Q101405047,Q18052525
4764,FOXE1,Follicular cells,Q101405110,Q17928764
4765,FOXE1,Follicular cells,Q101404875,Q17928764
4766,ANXA10,Foveolar cells,Q101405056,Q18036376
4767,SULT1C2,Foveolar cells,Q101405056,Q18031782
4768,PTGR1,Foveolar cells,Q101405056,Q18036615
4769,PLA2G1B,Foveolar cells,Q101405056,Q18030572
4770,CLPS,Foveolar cells,Q101405056,Q14878168
4771,PGC,Foveolar cells,Q101405056,Q18030497
4772,PGC,Pulmonary alveolar type II cells,Q101404950,Q18030497
4773,GKN2,Foveolar cells,Q101405056,Q18053176
4774,GKN1,Foveolar cells,Q101405056,Q18042371
4775,CLDN18,Foveolar cells,Q101405056,Q18040098
4776,CLDN18,Pulmonary alveolar type I cells,Q101405061,Q18040098
4777,CLDN18,Pulmonary alveolar type II cells,Q101404950,Q18040098
4778,AKR1B10,Foveolar cells,Q101405056,Q18042814
4779,IL33,Foveolar cells,Q101405056,Q18048437
4780,IL33,Meningeal cells,Q101405083,Q18048437
4781,IL33,Müller cells,Q101405096,Q18048437
4782,IL33,Müller cells,Q101405097,Q18048437
4783,IL33,Oligodendrocytes,Q101404898,Q18048437
4784,IL33,Osteoblasts,Q101405044,Q18048437
4785,IL33,Platelets,Q101404882,Q18048437
4786,SLC6A1,GABAergic neurons,Q101404939,Q18031535
4787,SLC6A1,Müller cells,Q101405096,Q18031535
4788,SLC6A1,Müller cells,Q101405097,Q18031535
4789,GABBR2,GABAergic neurons,Q101404939,Q18034387
4790,GABBR2,Interneurons,Q101405035,Q18034387
4791,GABBR2,Neurons,Q101405104,Q18034387
4792,GAD1,GABAergic neurons,Q101404939,Q18025214
4793,GAD1,Interneurons,Q101405035,Q18025214
4794,GAD1,Neurons,Q101405104,Q18025214
4795,GAD1,Purkinje neurons,Q101404913,Q18025214
4796,PAX2,GABAergic neurons,Q101404939,Q18030354
4797,PAX2,Interneurons,Q101405035,Q18030354
4798,PAX2,Kidney progenitor cells,Q101405120,Q18030354
4799,SLC32A1,GABAergic neurons,Q101404939,Q18050856
4800,SLC32A1,Glycinergic neurons,Q101405095,Q18050856
4801,SLC32A1,Neurons,Q101405104,Q18050856
4802,SLC32A1,Purkinje neurons,Q101404913,Q18050856
4803,GAD2,GABAergic neurons,Q101404939,Q18025226
4804,GAD2,Purkinje neurons,Q101404913,Q18025226
4805,TNFAIP8L3,GABAergic neurons,Q101404939,Q18056455
4806,SEMA3C,GABAergic neurons,Q101404939,Q18035442
4807,MYBPC1,GABAergic neurons,Q101404939,Q18029701
4808,PARM1,GABAergic neurons,Q101404939,Q18037742
4809,PARM1,Interneurons,Q101405035,Q18037742
4810,PARM1,Trigeminal neurons,Q101404857,Q18037742
4811,DLX1,GABAergic neurons,Q101404939,Q17914015
4812,DLX1,Interneurons,Q101405035,Q17914015
4813,DLX1,Neural stem/precursor cells,Q101405041,Q17914015
4814,PPY,Gamma (PP) cells,Q101405057,Q18030739
4815,CMTM8,Gamma (PP) cells,Q101405057,Q18052177
4816,PPY2P,Gamma (PP) cells,Q101405057,Q18037533
4817,SERTM1,Gamma (PP) cells,Q101405057,Q18057495
4818,SLITRK6,Gamma (PP) cells,Q101405057,Q18047459
4819,SLITRK6,Peri-islet Schwann cells,Q101404867,Q18047459
4820,SEMA3E,Gamma (PP) cells,Q101405057,Q18034616
4821,SEMA3E,Interneurons,Q101405035,Q18034616
4822,SEMA3E,Podocytes,Q101405039,Q18034616
4823,SEMA3E,Pulmonary alveolar type I cells,Q101405061,Q18034616
4824,APOBEC2,Gamma (PP) cells,Q101405057,Q18035958
4825,ABCC9,Gamma (PP) cells,Q101405057,Q18034993
4826,ABCC9,Pericytes,Q101405045,Q18034993
4827,THSD7A,Gamma (PP) cells,Q101405057,Q18053544
4828,THSD7A,Podocytes,Q101405039,Q18053544
4829,PTGFR,Gamma (PP) cells,Q101405057,Q18030902
4830,CHN2,Gamma (PP) cells,Q101405057,Q5099366
4831,EGR3,Gamma (PP) cells,Q101405057,Q17916076
4832,EGR3,Hematopoietic stem cells,Q101405052,Q17916076
4833,LMO3,Gamma (PP) cells,Q101405057,Q18042135
4834,LMO3,Interneurons,Q101405035,Q18042135
4835,MEIS1,Gamma (PP) cells,Q101405057,Q18029013
4836,MEIS1,Hematopoietic stem cells,Q101405052,Q18029013
4837,ZNF503,Gamma (PP) cells,Q101405057,Q18047812
4838,FGB,Gamma (PP) cells,Q101405057,Q5446445
4839,FGB,Hepatocytes,Q101405101,Q5446445
4840,GNLY,Gamma delta T cells,Q101405093,Q18035500
4841,GNLY,NK cells,Q101404899,Q18035500
4842,GZMB,Gamma delta T cells,Q101405093,Q18026724
4843,GZMB,Natural killer T cells,Q101404895,Q18026724
4844,GZMB,NK cells,Q101404899,Q18026724
4845,GZMB,Plasma cells,Q101405123,Q18026724
4846,GZMB,Plasmacytoid dendritic cells,Q101405033,Q18026724
4847,GZMB,T cells,Q101405075,Q18026724
4848,GZMB,T cytotoxic cells,Q101405113,Q18026724
4849,GZMB,T cytotoxic cells,Q101423166,Q18026724
4850,FGFBP2,Gamma delta T cells,Q101405093,Q18047316
4851,FGFBP2,NK cells,Q101404899,Q18047316
4852,NKG7,Gamma delta T cells,Q101405093,Q18030156
4853,NKG7,NK cells,Q101404899,Q18030156
4854,NKG7,T memory cells,Q101405071,Q18030156
4855,PRF1,Gamma delta T cells,Q101405093,Q14864078
4856,PRF1,Natural killer T cells,Q101404895,Q14864078
4857,PRF1,NK cells,Q101404899,Q14864078
4858,KLRF1,Gamma delta T cells,Q101405093,Q18040233
4859,KLRF1,NK cells,Q101404899,Q18040233
4860,KLRD1,Gamma delta T cells,Q101405093,Q14908197
4861,KLRD1,NK cells,Q101404899,Q14908197
4862,KLRD1,T helper cells,Q101423298,Q14908197
4863,KLRD1,T helper cells,Q101404876,Q14908197
4864,GZMA,Gamma delta T cells,Q101405093,Q18026722
4865,GZMA,NK cells,Q101404899,Q18026722
4866,GZMA,T cells,Q101405075,Q18026722
4867,CD247,Gamma delta T cells,Q101405093,Q17857829
4868,CD247,NK cells,Q101404899,Q17857829
4869,CD247,T cells,Q101405075,Q17857829
4870,CD247,T memory cells,Q101405071,Q17857829
4871,CLIC3,Gamma delta T cells,Q101405093,Q18033764
4872,CD7,Gamma delta T cells,Q101405093,Q17858293
4873,CD7,Monocytes,Q101405036,Q17858293
4874,CD7,NK cells,Q101404899,Q17858293
4875,CD7,T cells,Q101405075,Q17858293
4876,CD7,T memory cells,Q101405071,Q17858293
4877,ADGRG1,Gamma delta T cells,Q101405093,Q18033970
4878,ADGRG1,Hematopoietic stem cells,Q101405052,Q18033970
4879,ADGRG1,Principal cells,Q101404911,Q18033970
4880,STMN1,Gamma delta T cells,Q101405093,Q14878175
4881,STMN1,Schwann cells,Q101404893,Q14878175
4882,TYMS,Gamma delta T cells,Q101405093,Q14911892
4883,MKI67,Gamma delta T cells,Q101405093,Q14907908
4884,MKI67,Germ cells,Q101404931,Q14907908
4885,UBE2C,Gamma delta T cells,Q101405093,Q18036094
4886,TUBA1B,Gamma delta T cells,Q101405093,Q18035335
4887,ASPM,Gamma delta T cells,Q101405093,Q14860484
4888,CENPA,Gamma delta T cells,Q101405093,Q17861256
4889,TOP2A,Gamma delta T cells,Q101405093,Q18032065
4890,PCNA,Gamma delta T cells,Q101405093,Q14902252
4891,AURKB,Gamma delta T cells,Q101405093,Q14911664
4892,BIRC5,Gamma delta T cells,Q101405093,Q14763023
4893,NUSAP1,Gamma delta T cells,Q101405093,Q18040094
4894,TROAP,Gamma delta T cells,Q101405093,Q18034964
4895,TUBB,Gamma delta T cells,Q101405093,Q18053267
4896,H2AFX,Gamma delta T cells,Q101405093,Q14912333
4897,CENPF,Gamma delta T cells,Q101405093,Q17861379
4898,CCNB1,Gamma delta T cells,Q101405093,Q5198265
4899,H2AFZ,Gamma delta T cells,Q101405093,Q18026754
4900,TRGV2,Gamma delta T cells,Q101405093,Q18031908
4901,TRGV10,Gamma delta T cells,Q101405093,Q18031918
4902,TRGV11,Gamma delta T cells,Q101405093,Q18031919
4903,TRGV1,Gamma delta T cells,Q101405093,Q18031907
4904,TRGV3,Gamma delta T cells,Q101405093,Q18031910
4905,TRGV4,Gamma delta T cells,Q101405093,Q18031911
4906,TRGV5,Gamma delta T cells,Q101405093,Q18031912
4907,TRGV8,Gamma delta T cells,Q101405093,Q18031916
4908,TRGV9,Gamma delta T cells,Q101405093,Q18031917
4909,TRGJ1,Gamma delta T cells,Q101405093,Q18031901
4910,TRGJ2,Gamma delta T cells,Q101405093,Q18031902
4911,TRGJP1,Gamma delta T cells,Q101405093,Q18031905
4912,TRGJP2,Gamma delta T cells,Q101405093,Q18031906
4913,TRGJP,Gamma delta T cells,Q101405093,Q18031904
4914,TRGC1,Gamma delta T cells,Q101405093,Q18031899
4915,TRGC2,Gamma delta T cells,Q101405093,Q18031900
4916,TRDD1,Gamma delta T cells,Q101405093,Q18039059
4917,TRDD2,Gamma delta T cells,Q101405093,Q18039058
4918,TRDD3,Gamma delta T cells,Q101405093,Q18039057
4919,TRDJ1,Gamma delta T cells,Q101405093,Q18039056
4920,TRDJ2,Gamma delta T cells,Q101405093,Q18039054
4921,TRDJ3,Gamma delta T cells,Q101405093,Q18039053
4922,TRDJ4,Gamma delta T cells,Q101405093,Q18039051
4923,TRDV1,Gamma delta T cells,Q101405093,Q18039050
4924,TRDV2,Gamma delta T cells,Q101405093,Q18039048
4925,TRDV3,Gamma delta T cells,Q101405093,Q18039046
4926,BHLHA15,Gastric chief cells,Q101404916,Q18052847
4927,BHLHA15,Plasma cells,Q101405123,Q18052847
4928,RAB3D,Gastric chief cells,Q101404916,Q18034369
4929,PRKCZ,Gastric chief cells,Q101404916,Q18030782
4930,PRKCZ,Oligodendrocytes,Q101404898,Q18030782
4931,CHIA,Gastric chief cells,Q101404916,Q18038682
4932,CHRM3,Gastric chief cells,Q101404916,Q17861955
4933,TFAP2C,Germ cells,Q101404931,Q18031954
4934,TFAP2C,Trophoblast progenitor cells,Q101404873,Q18031954
4935,TFAP2C,Trophoblast stem cells,Q101405105,Q18031954
4936,DAZL,Germ cells,Q101404931,Q17912909
4937,MAGEA4,Germ cells,Q101404931,Q18028795
4938,DDX4,Germ cells,Q101404931,Q18041063
4939,ZAR1,Germ cells,Q101404931,Q18055100
4940,TESMIN,Germ cells,Q101404931,Q18034518
4941,TEX101,Germ cells,Q101404931,Q18047216
4942,TEX101,Spermatocytes,Q101404900,Q18047216
4943,GCNA,Germ cells,Q101404931,Q18048742
4944,GCNA,Spermatocytes,Q101404900,Q18048742
4945,PRM1,Germ cells,Q101404931,Q18030807
4946,PRM1,Spermatocytes,Q101404900,Q18030807
4947,TNP2,Germ cells,Q101404931,Q18032054
4948,FABP9,Germ cells,Q101404931,Q18060185
4949,FABP9,Leydig cells,Q101405116,Q18060185
4950,ODF2,Germ cells,Q101404931,Q18030263
4951,CRISP2,Germ cells,Q101404931,Q18032089
4952,TCP11,Germ cells,Q101404931,Q18031888
4953,GGNBP1,Germ cells,Q101404931,Q18058884
4954,PHF7,Germ cells,Q101404931,Q18040374
4955,PHF7,Sertoli cells,Q101404909,Q18040374
4956,CREB5,Germ cells,Q101404931,Q18034400
4957,CREB5,Oligodendrocytes,Q101404898,Q18034400
4958,SLFNL1,Germ cells,Q101404931,Q18053159
4959,COX7B2,Germ cells,Q101404931,Q18052973
4960,KIF2B,Germ cells,Q101404931,Q18047694
4961,CCDC30,Germ cells,Q101404931,Q18061498
4962,LRRC57,Germ cells,Q101404931,Q18053792
4963,BCL2L14,Germ cells,Q101404931,Q18046116
4964,TEX35,Germ cells,Q101404931,Q18047374
4965,SPINK2,Germ cells,Q101404931,Q18031672
4966,TSSK3,Germ cells,Q101404931,Q18047075
4967,CREB3L4,Germ cells,Q101404931,Q18051834
4968,TSACC,Germ cells,Q101404931,Q18049857
4969,SPATA46,Germ cells,Q101404931,Q18054362
4970,MORN5,Germ cells,Q101404931,Q18053769
4971,TSKS,Germ cells,Q101404931,Q18045276
4972,H2AFB1,Germ cells,Q101404931,Q18058917
4973,ATL3,Germ cells,Q101404931,Q18037798
4974,DMRTB1,Germ cells,Q101404931,Q18045519
4975,TMCO2,Germ cells,Q101404931,Q18049814
4976,FHL5,Germ cells,Q101404931,Q18034267
4977,MS4A5,Germ cells,Q101404931,Q18045620
4978,CST8,Germ cells,Q101404931,Q20970197
4979,TMEM247,Germ cells,Q101404931,Q18056582
4980,GALNTL5,Germ cells,Q101404931,Q18052836
4981,OSBP2,Germ cells,Q101404931,Q18037632
4982,MARCH11,Germ cells,Q101404931,Q18058483
4983,TEX33,Germ cells,Q101404931,Q18055331
4984,SPATA20,Germ cells,Q101404931,Q18045779
4985,CDRT4,Germ cells,Q101404931,Q18054241
4986,SPATA18,Germ cells,Q101404931,Q18050441
4987,LRRC18,Germ cells,Q101404931,Q18058915
4988,SCP2D1,Germ cells,Q101404931,Q18051017
4989,IQCF1,Germ cells,Q101404931,Q18050303
4990,PGK2,Germ cells,Q101404931,Q18030504
4991,PGK2,Spermatocytes,Q101404900,Q18030504
4992,TULP2,Germ cells,Q101404931,Q18032229
4993,CCDC54,Germ cells,Q101404931,Q18047733
4994,AKAP4,Germ cells,Q101404931,Q18033482
4995,GTSF1,Germ cells,Q101404931,Q18049434
4996,PPP3R2,Germ cells,Q101404931,Q18030735
4997,TPPP2,Germ cells,Q101404931,Q18049495
4998,LELP1,Germ cells,Q101404931,Q18051868
4999,SPERT,Germ cells,Q101404931,Q18053420
5000,CATSPERZ,Germ cells,Q101404931,Q18037753
5001,MAEL,Germ cells,Q101404931,Q18047905
5002,TMEM53,Germ cells,Q101404931,Q18046223
5003,ACTRT2,Germ cells,Q101404931,Q18050845
5004,ROPN1,Germ cells,Q101404931,Q18041239
5005,RNF151,Germ cells,Q101404931,Q18051452
5006,IQCF3,Germ cells,Q101404931,Q18057649
5007,CABS1,Germ cells,Q101404931,Q18048033
5008,CCDC91,Germ cells,Q101404931,Q18041742
5009,SPATA3,Germ cells,Q101404931,Q18049989
5010,LRRC46,Germ cells,Q101404931,Q18048292
5011,PDCL2,Germ cells,Q101404931,Q18050454
5012,H1FNT,Germ cells,Q101404931,Q18055479
5013,TSSK6,Germ cells,Q101404931,Q18047349
5014,COX8C,Germ cells,Q101404931,Q18055491
5015,CETN1,Germ cells,Q101404931,Q17861396
5016,SPATA19,Germ cells,Q101404931,Q18053390
5017,TSSK2,Germ cells,Q101404931,Q18037542
5018,ZNRF4,Germ cells,Q101404931,Q18051809
5019,SPATA24,Germ cells,Q101404931,Q18053245
5020,SPATA4,Germ cells,Q101404931,Q18050448
5021,FAM71E1,Germ cells,Q101404931,Q18048860
5022,FAM229A,Germ cells,Q101404931,Q18062637
5023,HILS1,Germ cells,Q101404931,Q18056071
5024,HRASLS5,Germ cells,Q101404931,Q18049289
5025,GAPDHS,Germ cells,Q101404931,Q18038231
5026,HSPB9,Germ cells,Q101404931,Q18048781
5027,SPATA33,Germ cells,Q101404931,Q18049555
5028,SPATA33,Spermatocytes,Q101404900,Q18049555
5029,SPZ1,Germ cells,Q101404931,Q18047701
5030,PRM3,Germ cells,Q101404931,Q18045067
5031,RBAKDN,Germ cells,Q101404931,Q18056666
5032,DNAJB3,Germ cells,Q101404931,Q18058202
5033,HMGB4,Germ cells,Q101404931,Q18049822
5034,ROPN1L,Germ cells,Q101404931,Q18047281
5035,GSG1,Germ cells,Q101404931,Q18047152
5036,TNP1,Germ cells,Q101404931,Q18032053
5037,TNP1,Spermatocytes,Q101404900,Q18032053
5038,SMCP,Germ cells,Q101404931,Q18028961
5039,SMCP,Spermatocytes,Q101404900,Q18028961
5040,LDHC,Germ cells,Q101404931,Q18028510
5041,LDHC,Spermatozoa,Q101405053,Q18028510
5042,PRM2,Germ cells,Q101404931,Q18030808
5043,PRM2,Spermatocytes,Q101404900,Q18030808
5044,DNAAF1,Germ cells,Q101404931,Q18049548
5045,ACYP1,Germ cells,Q101404931,Q17709510
5046,SORD,Germ cells,Q101404931,Q18031645
5047,SORD,Proximal tubule cells,Q101404885,Q18031645
5048,DKKL1,Germ cells,Q101404931,Q18038635
5049,MLF1,Germ cells,Q101404931,Q18029148
5050,MLF1,Olfactory epithelial cells,Q101405047,Q18029148
5051,SPA17,Germ cells,Q101404931,Q18040606
5052,SPA17,Olfactory epithelial cells,Q101405047,Q18040606
5053,FKBP6,Germ cells,Q101404931,Q18032958
5054,TAF7L,Germ cells,Q101404931,Q18041013
5055,SYCP1,Germ cells,Q101404931,Q18031804
5056,SYCP1,Spermatocytes,Q101404900,Q18031804
5057,SOHLH1,Germ cells,Q101404931,Q18057857
5058,SLC25A31,Germ cells,Q101404931,Q18047155
5059,PHF13,Germ cells,Q101404931,Q18051843
5060,EGR4,Germ cells,Q101404931,Q17916077
5061,SMC1B,Germ cells,Q101404931,Q18038653
5062,TEX15,Germ cells,Q101404931,Q18042302
5063,MOV10L1,Germ cells,Q101404931,Q18041012
5064,WDR5,Germ cells,Q101404931,Q18036115
5065,DMRT1,Germ cells,Q101404931,Q17914024
5066,STRA8,Germ cells,Q101404931,Q18055674
5067,ZMYND19,Germ cells,Q101404931,Q18049212
5068,MDN1,Germ cells,Q101404931,Q18036985
5069,RSBN1L,Germ cells,Q101404931,Q18053552
5070,DYNLT1,Germ cells,Q101404931,Q18031926
5071,DYNLT1,Pancreatic stellate cells,Q101404859,Q18031926
5072,PARN,Germ cells,Q101404931,Q18030351
5073,CHEK1,Germ cells,Q101404931,Q17861750
5074,DMC1,Germ cells,Q101404931,Q18036155
5075,MRPL14,Germ cells,Q101404931,Q18045812
5076,MLH3,Germ cells,Q101404931,Q18038559
5077,SPAG6,Germ cells,Q101404931,Q18034390
5078,ZPBP2,Germ cells,Q101404931,Q18049586
5079,DNAH6,Germ cells,Q101404931,Q17914028
5080,CAMK4,Germ cells,Q101404931,Q17855637
5081,CAMK4,Interneurons,Q101405035,Q17855637
5082,CREM,Germ cells,Q101404931,Q5008669
5083,CREM,Pinealocytes,Q101404890,Q5008669
5084,CREM,T cells,Q101405075,Q5008669
5085,MYO1D,Germ cells,Q101404931,Q18029785
5086,MYO1D,Oligodendrocytes,Q101404898,Q18029785
5087,MYO1D,Podocytes,Q101405039,Q18029785
5088,HOOK1,Germ cells,Q101404931,Q18040241
5089,SPATA12,Germ cells,Q101404931,Q18055888
5090,SLC17A7,Glutaminergic neurons,Q101404918,Q18042834
5091,SLC17A7,Interneurons,Q101405035,Q18042834
5092,SLC17A7,Neurons,Q101405104,Q18042834
5093,GRIN1,Glutaminergic neurons,Q101404918,Q18026512
5094,GRIN1,Purkinje neurons,Q101404913,Q18026512
5095,MEIS2,Glutaminergic neurons,Q101404918,Q18029016
5096,MEIS2,Mast cells,Q101404923,Q18029016
5097,SLC17A8,Glutaminergic neurons,Q101404918,Q18053632
5098,SLC17A8,Tanycytes,Q101405074,Q18053632
5099,SLC1A1,Glutaminergic neurons,Q101404918,Q18031520
5100,SLC1A1,Immature neurons,Q101405067,Q18031520
5101,SLC1A1,Neurons,Q101405104,Q18031520
5102,SLC6A9,Glycinergic neurons,Q101405095,Q18031541
5103,MUC2,Goblet cells,Q101405054,Q18029657
5104,MUC2,Paneth cells,Q101405040,Q18029657
5105,SLC9A8,Goblet cells,Q101405054,Q18037085
5106,SLC9A8,Leydig cells,Q101405116,Q18037085
5107,SLC9A8,Proximal tubule cells,Q101404885,Q18037085
5108,OTOGL,Goblet cells,Q101405054,Q18054103
5109,ITLN1,Goblet cells,Q101405054,Q18041883
5110,ITLN1,Paneth cells,Q101405040,Q18041883
5111,CDON,Goblet cells,Q101405054,Q18039883
5112,CDON,Mesothelial cells,Q101405100,Q18039883
5113,TMEM207,Goblet cells,Q101405054,Q18050243
5114,FCGBP,Goblet cells,Q101405054,Q18033485
5115,CLCA1,Goblet cells,Q101405054,Q17862019
5116,CLCA1,Paneth cells,Q101405040,Q17862019
5117,ZG16,Goblet cells,Q101405054,Q18060682
5118,TPSG1,Goblet cells,Q101405054,Q18037719
5119,TPSG1,Mast cells,Q101404923,Q18037719
5120,GALNT12,Goblet cells,Q101405054,Q18046275
5121,ATOH1,Goblet cells,Q101405054,Q17832866
5122,ATOH1,Merkel cells,Q101404933,Q17832866
5123,ATOH1,Tuft cells,Q101404870,Q17832866
5124,ATOH1,Tuft cells,Q101404871,Q17832866
5125,REP15,Goblet cells,Q101405054,Q18056427
5126,PLA2G10,Goblet cells,Q101405054,Q18032891
5127,LRRC26,Goblet cells,Q101405054,Q18056719
5128,MANF,Goblet cells,Q101405054,Q18032649
5129,SPINK4,Goblet cells,Q101405054,Q18038760
5130,SPINK4,Paneth cells,Q101405040,Q18038760
5131,AMH,Granulosa cells,Q101404921,Q415594
5132,AMH,Sertoli cells,Q101404909,Q415594
5133,FHL1,Granulosa cells,Q101404921,Q17928401
5134,FHL1,Platelets,Q101404882,Q17928401
5135,INHA,Granulosa cells,Q101404921,Q18027924
5136,INHA,Leydig cells,Q101405116,Q18027924
5137,INHA,Sertoli cells,Q101404909,Q18027924
5138,HSD3B1,Granulosa cells,Q101404921,Q18027306
5139,HSD3B1,Leydig cells,Q101405116,Q18027306
5140,HSD3B1,Luteal cells,Q101404954,Q18027306
5141,GAPDH,Granulosa cells,Q101404921,Q14890078
5142,GAPDH,Luteal cells,Q101404954,Q14890078
5143,HSD17B1,Granulosa cells,Q101404921,Q18027312
5144,HSD17B1,Sertoli cells,Q101404909,Q18027312
5145,HJURP,Granulosa cells,Q101404921,Q18041793
5146,FSHR,Granulosa cells,Q101404921,Q14904760
5147,FSHR,Sertoli cells,Q101404909,Q14904760
5148,CYP19A1,Granulosa cells,Q101404921,Q14865015
5149,CYP19A1,Leydig cells,Q101405116,Q14865015
5150,T,Hemangioblasts,Q101404945,Q14885879
5151,MPL,Hematopoietic stem cells,Q101405052,Q18029261
5152,MPL,Megakaryocytes,Q101404874,Q18029261
5153,MPL,Platelets,Q101404882,Q18029261
5154,SLAMF1,Hematopoietic stem cells,Q101405052,Q18031519
5155,SLAMF1,Megakaryocytes,Q101404874,Q18031519
5156,SLAMF1,T follicular helper cells,Q101405110,Q18031519
5157,SLAMF1,T follicular helper cells,Q101404875,Q18031519
5158,SLAMF1,Thymocytes,Q101405038,Q18031519
5159,ABCB1,Hematopoietic stem cells,Q101405052,Q21163344
5160,BAALC,Hematopoietic stem cells,Q101405052,Q18046424
5161,CDCP1,Hematopoietic stem cells,Q101405052,Q18045796
5162,CDCP1,Satellite cells,Q101404953,Q18045796
5163,MYADM,Hematopoietic stem cells,Q101405052,Q18048547
5164,TGFB2,Hematopoietic stem cells,Q101405052,Q14908050
5165,TGFB2,Tanycytes,Q101405074,Q14908050
5166,PTPRE,Hematopoietic stem cells,Q101405052,Q18030941
5167,TAF7,Hematopoietic stem cells,Q101405052,Q18031828
5168,GPR171,Hematopoietic stem cells,Q101405052,Q18039689
5169,GPR171,Macrophages,Q101405081,Q18039689
5170,NFE2,Hematopoietic stem cells,Q101405052,Q18030083
5171,LYL1,Hematopoietic stem cells,Q101405052,Q18028724
5172,ELF1,Hematopoietic stem cells,Q101405052,Q17916309
5173,HLF,Hematopoietic stem cells,Q101405052,Q18026975
5174,HLF,Interneurons,Q101405035,Q18026975
5175,RGS18,Hematopoietic stem cells,Q101405052,Q18045659
5176,RGS18,Megakaryocytes,Q101404874,Q18045659
5177,RGS18,Osteoclasts,Q101404928,Q18045659
5178,RGS18,Platelets,Q101404882,Q18045659
