,official gene symbol,cell type
4889,SLC2A5,Microglia
4890,IL21R,Microglia
4891,IL10RA,Microglia
4892,PTAFR,Microglia
4893,LAG3,Microglia
4895,ENTPD1,Microglia
4896,ADRB2,Microglia
4897,TMEM173,Microglia
4898,TBXAS1,Microglia
4899,P2RY6,Microglia
4900,P2RY13,Microglia
4901,CEBPA,Microglia
4902,CD180,Microglia
4903,MYO1F,Microglia
4905,OLFML3,Microglia
4907,S100A8,Microglia
4908,LTC4S,Microglia
4909,TGFBR1,Microglia
4910,S100A9,Microglia
4911,LPCAT2,Microglia
4912,ITGB5,Microglia
4913,LAIR1,Microglia
4914,SPHK1,Microglia
4915,COLEC12,Microglia
4916,ALDH1A2,Microglia
4917,AEBP1,Microglia
4918,PTGDS,Microglia
4919,CCR5,Microglia
4920,SLCO2B1,Microglia
4921,PTGS1,Microglia
4922,APBB1IP,Microglia
4923,CYFIP1,Microglia
4924,CYTH4,Microglia
4925,MERTK,Microglia
4926,MAFB,Microglia
4927,HPGDS,Microglia
4928,BIN2,Microglia
4931,CMTM6,Microglia
4932,CCL4,Microglia
4933,CCL3,Microglia
4934,CCRL2,Microglia
4935,UCP2,Microglia
4936,CLEC3B,Microglia
4937,MRC2,Microglia
4938,CLEC10A,Microglia
4939,PF4,Microglia
4942,CD53,Microglia
4943,FOS,Microglia
4944,EGR1,Microglia
4945,AIF1,Microglia
4946,CTSS,Microglia
4947,CSF1R,Microglia
4948,SKI,Microglia
4949,C1QB,Microglia
4950,RGS1,Monocytes
4951,APOBEC3A,Monocytes
4952,CD7,Monocytes
4953,TET2,Monocytes
4954,CD40,Monocytes
4955,DYSF,Monocytes
4956,CMKLR1,Monocytes
4957,MEFV,Monocytes
4958,HCK,Monocytes
4959,FCGR3B,Monocytes
4960,PADI4,Monocytes
4961,GHSR,Monocytes
4962,ITGAX,Monocytes
4963,SELE,Monocytes
4964,TLR4,Monocytes
4965,AR,Monocytes
4966,CXCR4,Monocytes
4967,CD86,Monocytes
4968,CCR2,Monocytes
4969,TNFRSF14,Monocytes
4970,ADA2,Monocytes
4971,MGMT,Monocytes
4972,CD14,Monocytes
4973,CD33,Monocytes
4974,ITGAM,Monocytes
4975,ACE,Monocytes
4976,FUT4,Monocytes
4977,ICAM1,Monocytes
4978,SELL,Monocytes
4979,CD163,Monocytes
4980,FCGR1A,Monocytes
4981,FCGR2B,Monocytes
4982,ACP5,Monocytes
4983,MRC1,Monocytes
4984,TNF,Monocytes
4985,PLAU,Monocytes
4986,GBP1,Monocytes
4987,OAS1,Monocytes
4988,IRF7,Monocytes
4989,PLSCR1,Monocytes
4990,MX1,Monocytes
4991,IL1RN,Monocytes
4992,HLA-DRA,Monocytes
4993,IFIT1,Monocytes
4994,IDO1,Monocytes
4995,IFIT3,Monocytes
4996,TNFSF10,Monocytes
4997,CXCL10,Monocytes
4998,S100A9,Monocytes
4999,S100A8,Monocytes
5000,S100A4,Monocytes
5001,CLEC7A,Monocytes
5002,CSF3R,Monocytes
5003,MNDA,Monocytes
5004,MS4A6A,Monocytes
5005,ZFP36L2,Monocytes
5006,LTA4H,Monocytes
5007,CLEC12A,Monocytes
5008,CD48,Monocytes
5009,PRTN3,Monocytes
5010,FCGR3A,Monocytes
5011,VCAN,Monocytes
5013,IFITM3,Monocytes
5014,FN1,Monocytes
5015,ADGRE1,Monocytes
5016,CD44,Monocytes
5017,CSF1R,Monocytes
5018,CX3CR1,Monocytes
5019,ITGAL,Monocytes
5022,PECAM1,Monocytes
5023,PTPRC,Monocytes
5024,SPN,Monocytes
5025,PSAP,Monocytes
5026,FCN1,Monocytes
5027,LYZ,Monocytes
5028,RHOC,Monocytes
5029,PILRA,Monocytes
5030,NFKBIZ,Monocytes
5031,NAAA,Monocytes
5032,LY6E,Monocytes
5033,LYN,Monocytes
5034,MS4A7,Monocytes
5035,CEBPB,Monocytes
5036,CD68,Monocytes
5037,IFI30,Monocytes
5038,S100A12,Monocytes
5039,SERPINA1,Monocytes
5040,RGS2,Monocytes
5041,LST1,Monocytes
5042,SPI1,Monocytes
5043,TYMP,Monocytes
5044,CSTA,Monocytes
5045,FGL2,Monocytes
5046,PYCARD,Monocytes
5047,LYST,Monocytes
5048,CCL3,Monocytes
5049,IL1B,Monocytes
5050,CFP,Monocytes
5051,CD36,Monocytes
5052,ISL1,Motor neurons
5053,MNX1,Motor neurons
5054,ISL2,Motor neurons
5055,CHAT,Motor neurons
5056,VSX2,Motor neurons
5057,EN1,Motor neurons
5058,EVX1,Motor neurons
5059,EVX2,Motor neurons
5060,FGF1,Motor neurons
5061,LHX3,Motor neurons
5062,NKX6-1,Motor neurons
5063,NGFR,Motor neurons
5065,SIM1,Motor neurons
5066,TLR2,Müller cells
5067,IL6,Müller cells
5068,CNR2,Müller cells
5069,VEGFA,Müller cells
5070,SLC38A5,Müller cells
5071,SLC38A3,Müller cells
5072,IL33,Müller cells
5073,RDH10,Müller cells
5074,SLITRK2,Müller cells
5075,SYNPR,Müller cells
5077,CROT,Müller cells
5078,CRYM,Müller cells
5080,COL9A1,Müller cells
5081,SIX3OS1,Müller cells
5082,DAPL1,Müller cells
5083,AQP4,Müller cells
5084,RLBP1,Müller cells
5085,DKK3,Müller cells
5086,VSX2,Müller cells
5087,COL1A1,Müller cells
5088,COL2A1,Müller cells
5089,COL3A1,Müller cells
5090,COL4A2,Müller cells
5091,COL5A1,Müller cells
5092,COL6A1,Müller cells
5093,COL11A1,Müller cells
5094,GLUL,Müller cells
5095,CLU,Müller cells
5096,S100A16,Müller cells
5097,SOX2,Müller cells
5098,APOE,Müller cells
5099,DBI,Müller cells
5100,GNAI2,Müller cells
5101,GPR37,Müller cells
5102,KCNJ2,Müller cells
5103,KCNJ10,Müller cells
5104,SPC25,Müller cells
5105,ITM2B,Müller cells
5106,ATG4B,Müller cells
5107,CA2,Müller cells
5108,ZBED4,Müller cells
5109,PRDX6,Müller cells
5110,SLC1A3,Müller cells
5111,HES1,Müller cells
5112,KIT,Müller cells
5113,CRB1,Müller cells
5114,ANXA4,Müller cells
5115,CD44,Müller cells
5117,GSTM5,Müller cells
5118,SLC6A1,Müller cells
5119,SFTPA1,Müller cells
5120,ITGAM,Myeloid-derived suppressor cells
5121,FUT4,Myeloid-derived suppressor cells
5122,CD33,Myeloid-derived suppressor cells
5123,CEACAM8,Myeloid-derived suppressor cells
5124,IL4R,Myeloid-derived suppressor cells
5125,CCR2,Myeloid-derived suppressor cells
5126,CD1D,Myeloid-derived suppressor cells
5127,FCGR3A,Myeloid-derived suppressor cells
5128,ICAM1,Myeloid-derived suppressor cells
5129,CD80,Myeloid-derived suppressor cells
5130,CXCR1,Myeloid-derived suppressor cells
5131,ADGRE1,Myeloid-derived suppressor cells
5134,S100A9,Myeloid-derived suppressor cells
5135,S100A4,Myeloid-derived suppressor cells
5136,S100A8,Myeloid-derived suppressor cells
5137,MYOG,Myoblasts
5138,LIF,Myoblasts
5139,NGF,Myoblasts
5140,IGF2,Myoblasts
5141,ANGPT2,Myoblasts
5142,ACHE,Myoblasts
5143,ADAM12,Myoblasts
5144,TPM2,Myoblasts
5145,ENO3,Myoblasts
5146,DES,Myoblasts
5147,CDH15,Myoblasts
5148,CAPN1,Myoblasts
5149,MYF6,Myoblasts
5150,MYF5,Myoblasts
5151,MYOD1,Myoblasts
5152,PAX3,Myoblasts
5153,PAX7,Myoblasts
5154,TBX3,Myoblasts
5155,TTN,Myoblasts
5156,MUSK,Myoblasts
5157,FLNC,Myoblasts
5158,FGFR4,Myoblasts
5159,STK40,Myoblasts
5160,CXCL1,Myoblasts
5161,TNFRSF12A,Myoblasts
5162,ARL4D,Myoblasts
5163,CCL2,Myoblasts
5164,MYD88,Myoblasts
5165,BRAF,Myoblasts
5166,EGFR,Myoblasts
5167,ZBTB16,Myoblasts
5168,SIX1,Myoblasts
5169,PDZRN3,Myoblasts
5170,ACTC1,Myocytes
5171,FHL2,Myocytes
5172,ACTA1,Myocytes
5173,TNNI1,Myocytes
5174,TNNI2,Myocytes
5175,TNNT1,Myocytes
5176,TNNT3,Myocytes
5177,TNNC1,Myocytes
5178,TNNC2,Myocytes
5179,ACTN2,Myocytes
5180,ACTN3,Myocytes
5181,ANKRD1,Myocytes
5182,ANKRD2,Myocytes
5183,CAPZA3,Myocytes
5184,CLOCK,Myocytes
5185,DES,Myocytes
5186,DMD,Myocytes
5187,IL4,Myocytes
5188,ITGA7,Myocytes
5189,LAMA2,Myocytes
5190,LAMB1,Myocytes
5191,LDB1,Myocytes
5192,LDB3,Myocytes
5193,MSTN,Myocytes
5194,MYH1,Myocytes
5195,MYH4,Myocytes
5196,MYH7,Myocytes
5197,MYH8,Myocytes
5198,NBR1,Myocytes
5199,NEB,Myocytes
5200,NID1,Myocytes
5201,NID2,Myocytes
5202,TMOD4,Myocytes
5203,TPM2,Myocytes
5204,TTN,Myocytes
5205,MYF5,Myocytes
5206,MYF6,Myocytes
5207,MYOD1,Myocytes
5208,MYOG,Myocytes
5209,SIX1,Myocytes
5210,SIX4,Myocytes
5211,PAX3,Myocytes
5212,PAX7,Myocytes
5213,ADAM12,Myocytes
5214,ARHGAP26,Myocytes
5215,CAV3,Myocytes
5216,CDH15,Myocytes
5217,CMKLR1,Myocytes
5218,CXCR4,Myocytes
5219,DLL1,Myocytes
5220,DOCK1,Myocytes
5221,DOCK5,Myocytes
5222,FLNC,Myocytes
5224,IQSEC1,Myocytes
5225,ITGA3,Myocytes
5226,MMP2,Myocytes
5227,MMP9,Myocytes
5228,MRC1,Myocytes
5229,MYH14,Myocytes
5230,NOTCH3,Myocytes
5231,NPHS1,Myocytes
5233,PLD1,Myocytes
5234,PRKCQ,Myocytes
5235,PTGIR,Myocytes
5236,PTK2,Myocytes
5237,PXN,Myocytes
5238,SULF1,Myocytes
5239,TRIO,Myocytes
5240,WASHC1,Myocytes
5241,WIPF1,Myocytes
5242,NPPA,Myocytes
5243,NPPB,Myocytes
5244,EDN1,Myocytes
5245,GATA4,Myocytes
5246,GATA5,Myocytes
5247,MEF2A,Myocytes
5248,MEF2B,Myocytes
5249,MEF2D,Myocytes
5250,POPDC2,Myocytes
5251,CHODL,Myocytes
5252,MYLPF,Myocytes
5253,MYL1,Myocytes
5254,CKM,Myocytes
5255,TCAP,Myocytes
5256,MYOZ1,Myocytes
5257,PYGM,Myocytes
5258,ENO3,Myocytes
5259,THBS4,Myocytes
5260,SFN,Myoepithelial cells
5261,ACTA2,Myoepithelial cells
5262,CNN1,Myoepithelial cells
5263,CA3,Myoepithelial cells
5264,MME,Myoepithelial cells
5265,CD109,Myoepithelial cells
5266,KRT14,Myoepithelial cells
5267,KRT17,Myoepithelial cells
5268,EGFR,Myoepithelial cells
5269,SERPINB5,Myoepithelial cells
5270,TP63,Myoepithelial cells
5271,NGFR,Myoepithelial cells
5272,CDH3,Myoepithelial cells
5273,MYH11,Myoepithelial cells
5274,FST,Myoepithelial cells
5275,ACTG2,Myoepithelial cells
5276,MDFI,Myoepithelial cells
5277,PXN,Myoepithelial cells
5278,LAMB3,Myoepithelial cells
5279,LAMC2,Myoepithelial cells
5280,GRWD1,Myoepithelial cells
5281,SPHK1,Myoepithelial cells
5282,SMIM3,Myoepithelial cells
5283,KRT5,Myoepithelial cells
5284,MYLK,Myoepithelial cells
5285,MYL9,Myoepithelial cells
5286,CDH11,Myofibroblasts
5287,DES,Myofibroblasts
5288,PALLD,Myofibroblasts
5289,ACTA2,Myofibroblasts
5290,GFAP,Myofibroblasts
5291,TNS1,Myofibroblasts
5292,CALD1,Myofibroblasts
5293,MYL9,Myofibroblasts
5294,TAGLN,Myofibroblasts
5295,IL12RB2,Natural killer T cells
5296,IL17RA,Natural killer T cells
5297,IL12RB1,Natural killer T cells
5298,KLRB1,Natural killer T cells
5299,RORA,Natural killer T cells
5300,ITGB2,Natural killer T cells
5301,EGR1,Natural killer T cells
5302,MAP3K8,Natural killer T cells
5303,NR4A1,Natural killer T cells
5304,GZMB,Natural killer T cells
5305,TNFRSF8,Natural killer T cells
5306,PRF1,Natural killer T cells
5307,IL2RB,Natural killer T cells
5308,ZBTB16,Natural killer T cells
5309,TBX21,Natural killer T cells
5310,GATA3,Natural killer T cells
5311,NCAM1,Natural killer T cells
5312,S1PR1,Natural killer T cells
5313,STYK1,Natural killer T cells
5314,TCF7,Natural killer T cells
5315,SLAMF7,Natural killer T cells
5317,CXCR4,Natural killer T cells
5318,CD44,Natural killer T cells
5319,SOX1,Neural stem/precursor cells
5320,PROM1,Neural stem/precursor cells
5321,IGF1R,Neural stem/precursor cells
5322,SP8,Neural stem/precursor cells
5323,GFAP,Neural stem/precursor cells
5324,RBM3,Neural stem/precursor cells
5325,SOX3,Neural stem/precursor cells
5326,S100B,Neural stem/precursor cells
5327,SLC1A3,Neural stem/precursor cells
5328,NEUROD4,Neural stem/precursor cells
5329,NEUROG1,Neural stem/precursor cells
5330,NEUROG2,Neural stem/precursor cells
5331,NHLH1,Neural stem/precursor cells
5332,PPP1R17,Neural stem/precursor cells
5333,TMTC4,Neural stem/precursor cells
5334,EOMES,Neural stem/precursor cells
5335,PLEKHH2,Neural stem/precursor cells
5336,TLR3,Neural stem/precursor cells
5337,PARP12,Neural stem/precursor cells
5338,P2RX7,Neural stem/precursor cells
5339,INAFM2,Neural stem/precursor cells
5340,ISG15,Neural stem/precursor cells
5341,IGFBP3,Neural stem/precursor cells
5342,IFIT1,Neural stem/precursor cells
5343,IFI44,Neural stem/precursor cells
5344,MGAT5,Neural stem/precursor cells
5345,PBK,Neural stem/precursor cells
5346,DLX2,Neural stem/precursor cells
5347,CBX3,Neural stem/precursor cells
5348,RND3,Neural stem/precursor cells
5349,DLX5,Neural stem/precursor cells
5350,SP9,Neural stem/precursor cells
5351,POU3F4,Neural stem/precursor cells
5353,BARHL2,Neural stem/precursor cells
5354,LHX9,Neural stem/precursor cells
5355,SHOX2,Neural stem/precursor cells
5356,DBX1,Neural stem/precursor cells
5357,DLL3,Neural stem/precursor cells
5358,PITX2,Neural stem/precursor cells
5359,OTX1,Neural stem/precursor cells
5360,ARX,Neural stem/precursor cells
5361,NXPH1,Neural stem/precursor cells
5362,TOX3,Neural stem/precursor cells
5363,ASCL2,Neural stem/precursor cells
5364,HES5,Neural stem/precursor cells
5365,HOPX,Neural stem/precursor cells
5366,NEUROD1,Neural stem/precursor cells
5367,PRSS56,Neural stem/precursor cells
5368,SOX9,Neural stem/precursor cells
5369,ALDOC,Neural stem/precursor cells
5370,APOE,Neural stem/precursor cells
5371,ID4,Neural stem/precursor cells
5372,SOX2,Neural stem/precursor cells
5373,DCX,Neural stem/precursor cells
5374,CCND2,Neural stem/precursor cells
5375,DLX1,Neural stem/precursor cells
5376,S100A6,Neural stem/precursor cells
5377,NTNG1,Neuroblasts
5378,TSHZ1,Neuroblasts
5379,SP9,Neuroblasts
5380,SP8,Neuroblasts
5381,PROK2,Neuroblasts
5382,ASCL1,Neuroblasts
5383,DLL3,Neuroblasts
5384,SALL3,Neuroblasts
5385,DRAXIN,Neuroblasts
5386,ERBB4,Neuroblasts
5387,TRIM32,Neuroblasts
5388,IGFBPL1,Neuroblasts
5389,EOMES,Neuroblasts
5390,PBX1,Neuroblasts
5391,CUX2,Neuroblasts
5392,ISL1,Neuroblasts
5393,PHF1,Neuroblasts
5394,NEUROG1,Neuroblasts
5395,NKX6-1,Neuroblasts
5396,NEUROG2,Neuroblasts
5397,MAPK7,Neuroblasts
5398,PROKR2,Neuroblasts
5399,POU6F2,Neuroblasts
5400,ITGA6,Neuroblasts
5401,EFNA2,Neuroblasts
5402,DCX,Neuroblasts
5403,CCKAR,Neuroblasts
5404,CCKBR,Neuroblasts
5405,GRM5,Neuroblasts
5406,EZH2,Neuroblasts
5407,DLX2,Neuroblasts
5408,MARK2,Neuroblasts
5409,LRP8,Neuroblasts
5410,VLDLR,Neuroblasts
5411,DAB1,Neuroblasts
5412,NCAN,Neuroblasts
5413,EPHA4,Neuroblasts
5414,TACC3,Neuroblasts
5415,EGFR,Neuroblasts
5416,TUBB3,Neuroblasts
5417,SIRT1,Neuroblasts
5418,NCAM1,Neuroblasts
5419,NEUROD1,Neuroblasts
5420,SCGN,Neuroblasts
5421,KLK3,Neuroblasts
5422,NES,Neuroblasts
5423,WT1,Neuroblasts
5424,ZBED4,Neuroblasts
5425,PROS1,Neuroblasts
5426,CNR1,Neuroblasts
5427,PPP1R1B,Neuroendocrine cells
5428,CLASP2,Neuroendocrine cells
5429,MKL2,Neuroendocrine cells
5430,FXYD7,Neuroendocrine cells
5431,DPF1,Neuroendocrine cells
5432,PENK,Neuroendocrine cells
5433,GRM5,Neuroendocrine cells
5434,SFXN5,Neuroendocrine cells
5435,TAC1,Neuroendocrine cells
5436,CCDC85C,Neuroendocrine cells
5437,ATXN1,Neuroendocrine cells
5438,GPR88,Neuroendocrine cells
5439,PDE10A,Neuroendocrine cells
5440,SST,Neuroendocrine cells
5441,CXCL14,Neuroendocrine cells
5442,NPY,Neuroendocrine cells
5443,NRGN,Neuroendocrine cells
5444,SCN2B,Neuroendocrine cells
5445,ABHD2,Neuroendocrine cells
5446,SPOCK1,Neuroendocrine cells
5447,NEGR1,Neuroendocrine cells
5448,DUSP26,Neuroendocrine cells
5449,ARHGDIG,Neuroendocrine cells
5450,CCK,Neuroendocrine cells
5451,PRSS12,Neuroendocrine cells
5452,SERPINI1,Neuroendocrine cells
5453,NKX2-2,Neuroendocrine cells
5454,ENO2,Neurons
5455,RBFOX3,Neurons
5456,CHAT,Neurons
5457,TH,Neurons
5458,CALB1,Neurons
5459,CALB2,Neurons
5460,ISL1,Neurons
5461,EPO,Neurons
5462,CSF3,Neurons
5463,NEFH,Neurons
5464,NEFM,Neurons
5465,DLG4,Neurons
5466,SLC12A5,Neurons
5467,GABRA1,Neurons
5468,AQP1,Neurons
5469,IFIT3,Neurons
5470,SLC11A1,Neurons
5471,TFF3,Neurons
5472,SLC1A1,Neurons
5473,CXCL1,Neurons
5474,CXCR5,Neurons
5475,AIM2,Neurons
5476,MATN2,Neurons
5477,SLC36A4,Neurons
5478,PRPH,Neurons
5479,MECP2,Neurons
5480,RIN1,Neurons
5481,OMP,Neurons
5482,PTPN11,Neurons
5483,GHSR,Neurons
5484,NPY,Neurons
5485,AGRP,Neurons
5486,RESP18,Neurons
5487,STX1A,Neurons
5488,SCN2B,Neurons
5489,DISP2,Neurons
5490,CBARP,Neurons
5491,B3GAT2,Neurons
5492,FMO1,Neurons
5493,FBLN2,Neurons
5494,SHISA2,Neurons
5495,LUZP2,Neurons
5496,SCRG1,Neurons
5497,FAM181B,Neurons
5498,IGF1,Neurons
5500,CTXN2,Neurons
5501,TMEM130,Neurons
5502,DZANK1,Neurons
5503,ACSL4,Neurons
5504,CLSTN3,Neurons
5505,ARHGDIG,Neurons
5506,HAP1,Neurons
5507,NRSN2,Neurons
5508,ABAT,Neurons
5509,HDAC11,Neurons
5510,SLC30A9,Neurons
5511,SCAMP1,Neurons
5512,MAGEE1,Neurons
5513,NCALD,Neurons
5514,COPG1,Neurons
5515,KCNC1,Neurons
5516,FBXW7,Neurons
5517,GABRG2,Neurons
5518,NMT1,Neurons
5519,ARID4A,Neurons
5520,ZRSR1,Neurons
5521,RGS17,Neurons
5522,TMEM91,Neurons
5523,CDK5,Neurons
5524,SAFB,Neurons
5525,RNF220,Neurons
5526,RASGRF1,Neurons
5527,TCEAL6,Neurons
5528,TMEM179,Neurons
5529,NICN1,Neurons
5531,NAPG,Neurons
5532,CMIP,Neurons
5533,ZMYND11,Neurons
5534,RHBDD2,Neurons
5535,ST8SIA3,Neurons
5536,PQBP1,Neurons
5537,MATK,Neurons
5538,TRO,Neurons
5540,AKAP8L,Neurons
5541,DUSP26,Neurons
5542,SYT5,Neurons
5543,GAD1,Neurons
5544,FLYWCH1,Neurons
5545,RIT2,Neurons
5546,TCEAL5,Neurons
5547,PNCK,Neurons
5548,TMEM59L,Neurons
5549,TCEAL3,Neurons
5550,GPRASP2,Neurons
5551,MAP7D2,Neurons
5552,MIAT,Neurons
5553,RB1CC1,Neurons
5554,PABPN1,Neurons
5555,GRIA3,Neurons
5556,NBEA,Neurons
5557,SFSWAP,Neurons
5558,WDR60,Neurons
5560,SCN1A,Neurons
5561,RNPC3,Neurons
5562,HOXC8,Neurons
5563,RERE,Neurons
5564,SCN8A,Neurons
5565,TRIP11,Neurons
5566,EML5,Neurons
5567,KMT2C,Neurons
5568,AAK1,Neurons
5569,SAFB2,Neurons
5570,SACS,Neurons
5571,RYR2,Neurons
5572,CSPP1,Neurons
5573,GRIA4,Neurons
5574,CHD6,Neurons
5576,ZCCHC7,Neurons
5577,GPATCH8,Neurons
5578,PCLO,Neurons
5579,SYNE1,Neurons
5580,PROX1,Neurons
5581,NRGN,Neurons
5582,PPP1R14C,Neurons
5584,SYNPR,Neurons
5585,CCDC28B,Neurons
5586,KCNK1,Neurons
5587,CNRIP1,Neurons
5588,FRRS1L,Neurons
5589,FAM69B,Neurons
5590,GPR162,Neurons
5591,CACNG2,Neurons
5592,SPOCK3,Neurons
5593,RGS7BP,Neurons
5594,DNM3,Neurons
5595,TMEM191C,Neurons
5596,SLC6A17,Neurons
5597,DNER,Neurons
5598,GRM5,Neurons
5599,CNTNAP2,Neurons
5600,CPLX1,Neurons
5601,SLC32A1,Neurons
5602,DLGAP1,Neurons
5603,PPP1R9A,Neurons
5604,GNL3L,Neurons
5605,ZCCHC12,Neurons
5606,ATP6V1H,Neurons
5607,HPCA,Neurons
5608,CHN1,Neurons
5609,CPNE6,Neurons
5610,PDE1A,Neurons
5611,GNAI1,Neurons
5612,CCK,Neurons
5613,RIMS3,Neurons
5614,OGFOD1,Neurons
5615,CELF6,Neurons
5616,DTD1,Neurons
5617,PRMT2,Neurons
5618,AVP,Neurons
5619,RORA,Neurons
5620,VGF,Neurons
5621,PCSK2,Neurons
5622,CHODL,Neurons
5623,NECAB2,Neurons
5625,KCNMA1,Neurons
5626,CACNB3,Neurons
5627,NWD2,Neurons
5628,ZIC1,Neurons
5629,TESC,Neurons
5630,NECAB3,Neurons
5631,NRN1,Neurons
5632,GABBR2,Neurons
5633,SLC17A7,Neurons
5635,DGKB,Neurons
5636,CACNB4,Neurons
5637,CTTNBP2,Neurons
5638,PPP1R1B,Neurons
5639,PCP4,Neurons
5640,MEG3,Neurons
5641,BEX2,Neurons
5642,BEX1,Neurons
5643,NDN,Neurons
5644,CAMK2N1,Neurons
5645,PNISR,Neurons
5646,SNHG11,Neurons
5647,STMN2,Neurons
5648,PTK2B,Neurons
5649,DDN,Neurons
5650,ICAM5,Neurons
5651,GNG2,Neurons
5652,SNAP25,Neurons
5653,VSNL1,Neurons
5654,PACSIN1,Neurons
5655,CACNA2D1,Neurons
5656,SGIP1,Neurons
5657,ATP6V0A1,Neurons
5658,MYO5A,Neurons
5659,DYNC1I1,Neurons
5660,PRUNE2,Neurons
5661,CACNA2D2,Neurons
5662,SLC17A6,Neurons
5663,TUBB3,Neurons
5664,ELAVL3,Neurons
5665,MME,Neutrophils
5666,ITGAM,Neutrophils
5667,ITGAX,Neutrophils
5668,CD14,Neutrophils
5669,FUT4,Neutrophils
5670,FCGR3A,Neutrophils
5671,PECAM1,Neutrophils
5672,CD33,Neutrophils
5673,SELL,Neutrophils
5674,CEACAM8,Neutrophils
5675,C5AR1,Neutrophils
5676,CXCR1,Neutrophils
5677,CXCR2,Neutrophils
5678,JAML,Neutrophils
5679,TLR2,Neutrophils
5680,MYLK,Neutrophils
5681,S100A9,Neutrophils
5682,MPO,Neutrophils
5684,CD24,Neutrophils
5685,CEACAM1,Neutrophils
5686,FCGR1A,Neutrophils
5687,CRP,Neutrophils
5688,LCN2,Neutrophils
5689,DEFA1,Neutrophils
5691,DEFA3,Neutrophils
5692,LTF,Neutrophils
5693,LYZ,Neutrophils
5694,ELANE,Neutrophils
5695,S100A8,Neutrophils
5697,IL1B,Neutrophils
5699,CXCL2,Neutrophils
5700,HP,Neutrophils
5701,CCL3,Neutrophils
5703,HDC,Neutrophils
5704,MMP8,Neutrophils
5706,LRG1,Neutrophils
5707,OSM,Neutrophils
5708,MMP9,Neutrophils
5709,PILRA,Neutrophils
5710,CLEC4D,Neutrophils
5711,CLEC4E,Neutrophils
5713,ASPRV1,Neutrophils
5714,CCRL2,Neutrophils
5715,CCR1,Neutrophils
5716,NCF1,Neutrophils
5718,TREM1,Neutrophils
5719,SORL1,Neutrophils
5720,ARG2,Neutrophils
5721,BST1,Neutrophils
5723,IL1R2,Neutrophils
5724,CFP,Neutrophils
5725,ADAM8,Neutrophils
5726,CD177,Neutrophils
5727,PTGS2,Neutrophils
5728,OAS3,Neutrophils
5729,PRTN3,Neutrophils
5730,AZU1,Neutrophils
5731,CTSG,Neutrophils
5732,SERPINB1,Neutrophils
5733,CAMP,Neutrophils
5735,SLC1A5,Neutrophils
5737,SNX20,Neutrophils
5738,ADPGK,Neutrophils
5739,PSTPIP1,Neutrophils
5740,LYST,Neutrophils
5741,DOCK8,Neutrophils
5742,S100A4,Neutrophils
5743,NLRP3,Neutrophils
5744,CSF3R,Neutrophils
5745,ITGAM,NK cells
5746,ITGAX,NK cells
5747,FCGR3A,NK cells
5748,CD69,NK cells
5749,KLRD1,NK cells
5750,IL2RB,NK cells
5751,KLRB1,NK cells
5752,CD244,NK cells
5753,KLRK1,NK cells
5754,SLAMF7,NK cells
5755,SIGLEC7,NK cells
5756,NCR1,NK cells
5758,SLAMF6,NK cells
5759,KIT,NK cells
5760,CD27,NK cells
5761,KLRC1,NK cells
5762,KLRF1,NK cells
5763,GNLY,NK cells
5764,NKG7,NK cells
5765,IL32,NK cells
5766,GZMH,NK cells
5767,FGFBP2,NK cells
5768,GZMM,NK cells
5769,CTSW,NK cells
5770,HMBOX1,NK cells
5772,AHR,NK cells
5773,PRF1,NK cells
5774,CCL4,NK cells
5775,SEMA6D,NK cells
5776,FHL2,NK cells
5777,CD2,NK cells
5778,CD7,NK cells
5779,CD3G,NK cells
5780,CD33,NK cells
5781,DPP4,NK cells
5782,LAT,NK cells
5783,PCDH15,NK cells
5784,CCL5,NK cells
5785,GZMA,NK cells
5786,GZMB,NK cells
5789,CMA1,NK cells
5791,DUSP2,NK cells
5792,TXK,NK cells
5794,DOK2,NK cells
5795,CST7,NK cells
5798,HSD11B1,NK cells
5799,KLRC2,NK cells
5801,SAMD3,NK cells
5803,TBX21,NK cells
5805,CHSY1,NK cells
5806,XCL2,NK cells
5807,TRDC,NK cells
5808,CXCR4,NK cells
5809,IL18R1,NK cells
5811,SERPINB9,NK cells
5812,DOCK2,NK cells
5813,SH2D2A,NK cells
5815,S100A4,NK cells
5816,XCL1,NK cells
5817,GZMK,NK cells
5818,IFNG,NK cells
5819,CCL3,NK cells
5820,CSF2,NK cells
5821,IL2RG,NK cells
5822,TGFB1,NK cells
5824,KIR2DL1,NK cells
5825,KIR3DL1,NK cells
5827,LILRB1,NK cells
5828,KLRG1,NK cells
5829,NCR3,NK cells
5830,ADAMTS14,NK cells
5832,ITGA2,NK cells
5834,STYK1,NK cells
5836,CLEC2D,NK cells
5837,CD247,NK cells
5838,ZBTB16,NK cells
5839,SPON2,NK cells
5840,LAIR2,NK cells
5841,HOPX,NK cells
5842,CD8A,NK cells
5843,TH,Noradrenergic neurons
5844,DDC,Noradrenergic neurons
5845,DBH,Noradrenergic neurons
5846,SLC18A2,Noradrenergic neurons
5847,SLC18A3,Noradrenergic neurons
5848,SLC6A2,Noradrenergic neurons
5849,SLC39A11,Noradrenergic neurons
5850,SLC9B2,Noradrenergic neurons
5851,ICOS,Nuocytes
5852,IL1RL1,Nuocytes
5853,RORA,Nuocytes
5854,IL17RB,Nuocytes
5855,IL7R,Nuocytes
5856,CRLF2,Nuocytes
